Name,Rating,Time,Review Text
"Marino Kandou","1 bintang","2 tahun lalu","Pelayanan sangat"" Minim sekali, kurir tidak pernah respon, pengiriman diluar estimasi, mulai dari customer sevice hingga kurir pengantaran sangat jauh dari kata bagus, bahkan kata standard saja tidak sampai, mohon diperbaiki."
"Gabriel Tumuyu","1 bintang","7 bulan lalu","Kurir malas semua mau nya harus ambil sendiri di kantor"
"Lynn Depalobos","1 bintang","setahun lalu","Sangat buruk layanannya tidak sopan .. padahal sudah berapa kali kirim paket disini tapi kasir2nya tidak sopan 👎👎 …"
"FIRMANSAH HASIBUAN","5 bintang","setahun lalu","Tampa paket paling span, dgn depe kurir² leh span, jdi fr ngni nd usah ragukan ini jnt disini 👍🏻👍🏻👍🏻klo ada bintang 100 smo kse leh …"
"Viana Pangemanan","1 bintang","setahun lalu","paket s smpee mr nd ad knfrmsi dari kurir sma skli !!! serta trg hbngi p kurir drg nd ad respon sma skli !!  nd ad blasan appun !! srta itu mblg kmri tolong bkumgrti dg trg kurirr, hii mksdd !!!!! awas no tpe paket smpe t returr !!"
"Pramz Studio","1 bintang","2 tahun lalu","BAMPUKI CUKIMAI paket so seminggu ndak diantar antar dp keterangan paket ditolak akan dikirim esok hari padahal ndak ada kurir konfirmasi pa kita pendo le"
"Mgfira","1 bintang","2 tahun lalu","Kta setau p ngo kurir"" neh. Ngo kn dpa gaji dg ituleh kan ngo p pekerjaan dri ngo yg pilih maso situ jdi tuh paket antar kasiang bkn ngo cmn m sebiar baru itu ngo cansel secara sepihak. Klu nimau m antar ato so mls m karja resain bntng😡 …"
"apin","1 bintang","2 tahun lalu","tutup saja. paket tidak sampai sampai, pas datang ke droppoint katanya paket sudah balik ke gudang pusat, dengan keterangan penerima menolak paket, padahal tidak pernah diantar ke tujuan. kalau tidak niat bekerja, gak usah kerja!"
"Cheren Cheren","1 bintang","10 bulan lalu","SANGAT SANGAT BURUK, KURIR TIDAK SOPAN, DAN PANTAS DI TUTUP, SUDAH DI BAYAR ONGKIR TAPI MINTA UNTUK AMBIL SENDIRI. CABANG PALING SOE DENG PALING BEKENG RUGI ORANG ORANG !!!!!!!!!!!!!!!!"
"Marlan Johan","1 bintang","2 tahun lalu","Pelayanan buruk sudah janjian dengan penjaga kasir kemaren mau ambil paket hari ini serta pergi cek malah tidak di layani padahal jam operasional masih buka."
"Chandramaya Rangda","5 bintang","setahun lalu","So ada perubahan dan perbaikan dari segi pelayanan service dan pengantaran paket, good luck TANJUNG BATU !"
"Stasya Mokoginta","4 bintang","5 bulan lalu","stngah jam b tnggu pket:)"
"Otodatsun Merah","1 bintang","setahun lalu","Tutup jo,,, ada bayar barang so deng kurir. Bukan torang yg mo pigi ambe sandiri !!"
"Jerry Seroan","1 bintang","setahun lalu","Pelayanan parah... Kurir lebeh parah deng bekeng diri... Pesanan harus ambil di kantor,padahal pesanan COD"
"Andi Wicaksana","1 bintang","2 bulan lalu","PELAYANAN TIDAK ADA SOPAN SANTUN"
"charnia olivia","1 bintang","7 bulan lalu","Kurir atas nama mail sangat buruk"
"PREZZ JAGOOO","1 bintang","5 bulan lalu","gak ada penjaga"
"Ye Mayo","5 bintang","2 tahun lalu","Sejauh ini masih yang terbaik,. Keterlambatan pengiriman saat menjelang natal wajar sih,. Sekedar masukan buat menambah part timer di saat season natal biar tidak kewalahan,."
"Jessica Tengker","1 bintang","2 tahun lalu","Tp paket so 12 hari blm smpe2. Parah si ini ekspedisi biasa jnt nda bgni bru kali ini dp yg bgni"
"Anggelin Kantohe","1 bintang","setahun lalu","Sudah 3 kali balik ke sini Selalu disuru menunggu Sampai sekarang pun blm dapat paketnya Luarrrrrrr biasaaaa 👎 …"
"Farel Hizkia Manimpurung","1 bintang","2 tahun lalu","katanya dpe kantor ttup, nti buka januari, mr tpe pket so pdrg bgmna kangg, pdhal blum libur msih tgl 23 🙂🙏🏻 …"
"Irwan Nios","1 bintang","6 bulan lalu","Terlalu ribet dalam prngambilan barang"
"KasimKeyri","1 bintang","setahun lalu","Kurir tidak berattitude.. Kalau tidak suka kerja kurir jgn jadi kurir klo bgtu.!!"
"Warawiri","1 bintang","2 tahun lalu","Sistem error kata, nimbole ba kirim. No tutup jo dang kalo so bagitu. So nda bisa melayani"
"Anjing Kado","1 bintang","2 tahun lalu","Kantor lama buka, tutupnya cepet. Pelayanannya gak ada, apalagi pengantaran👎👎 …"
"Deden Sandiana","1 bintang","2 tahun lalu","Kurang gercep pegawai nya, nyanda sat sit set,, letoyyy samua, sma dg nyanda makan 2 hari,"
"Andre Kaligis","1 bintang","10 bulan lalu","Parah, kurir tdak profesional, paket tak di antar"
"Andrew Tubo","1 bintang","setahun lalu","Pelayanan 0 nda antar mar suru Pi ambe sandiri"
"Maxim Millian","1 bintang","setahun lalu","Kasar, tidak mendapatkan pelayanan yang layak saat datang."
"Dickie Hardiansyah","1 bintang","2 tahun lalu","Kiriman sdh hampir 1 pekan ada di hub Manado belum dikirim juga."
"Gladis Citra","1 bintang","setahun lalu","barang so berhari"" digudang tapi nda kirim"" . 👎 …"
"Ade fatur","1 bintang","setahun lalu","pelayanan tidak ramah, barang tidak sampai smpai"
"Rilya Kkliforce","5 bintang","Diedit setahun lalu","Sdh lebih baik dari sebelumnya. Terimakasih pelayananya Pertahankan kinerja yg bagus"
"Izuka oni","1 bintang","7 bulan lalu","Sobleh bongkar jh ini kantor nd guna"
"Van lupus","1 bintang","2 tahun lalu","Pesanan barang gue udah sampai tapi blm juga di antr payah"
"mister bogani","1 bintang","2 tahun lalu","Terparah SDH 2 mnggu lebih paket ngak nyampe"""
"Fransisko Jacobus","1 bintang","setahun lalu","Slow service , penjaga counter yg Masih Blum kuasai service"
"Rizky Ali","1 bintang","setahun lalu","Kita pe paket blum antr dorg so retur"
"david kuntag","1 bintang","setahun lalu","Jelek sekali, tau"" Sudah diretur gada konfirmasinya dihubungi juga gak bisa"
"Engenia Pusung","1 bintang","2 tahun lalu","Genap 6 hari paket tiba dan tidak diantar-antar"
"FERDI DG MUMBA","1 bintang","setahun lalu","Pengiriman paket sangat buruk"
"Selan Lengkong","1 bintang","setahun lalu","Barang so lama di manado mar nyanda antar²"
"Sonny Tahulending","1 bintang","2 tahun lalu","Pengiriman kurang baik di tempat lain bisa di situ ngak bisa"
"Karol Terok","1 bintang","setahun lalu","Pelayanan jelek dan petugas nd ramah...."
"Cosim S","1 bintang","2 tahun lalu","Pelayanan tidak memuaskan. Gak usah kerja"
"Syania Laluraga","1 bintang","setahun lalu","PAKET SO 2 MINGGU ND SAMPE² ND NIAT KRJAA!"
"Belinda Pesik","1 bintang","setahun lalu","Customer service yang pake jas kasar"
"Team Trending","1 bintang","setahun lalu","buruk, pelayanan buruk jelek... BINTANG 1"
"Atika Resanti Sinaga","1 bintang","setahun lalu","Pelayanan sangat buruk dan tidak ramah,"
"Marcel J","1 bintang","setahun lalu","pendo kalo nda niat kerja tutup jo"
"Skye","2 bintang","setahun lalu","Tempatnya panas, tempat duduk sedikit"
"Arlan Brian","1 bintang","setahun lalu","Pelayanannya Sangat buruk!!"
"Efraim Mogogibung","1 bintang","2 tahun lalu","Paket tiba"" di retur tanpa konfirmasi"
"Angelia Rosang","1 bintang","setahun lalu","kalau cari pekerja yang sopan!!"
"unkown fucek","1 bintang","7 bulan lalu","Manajemen kurang"
"Felisa Adelia","1 bintang","2 tahun lalu","Paket udh berap hari gak di antar antar"
"richard paudi","1 bintang","setahun lalu","Pelayanan tidak mendidik Atitude kurang"
"ficiliabelinda taher","1 bintang","2 tahun lalu","Parah udah gak percaya jnt lagi!!!!!!!"
"sants ID","1 bintang","setahun lalu","Gak jelas"
"Delviani Tewuh","1 bintang","2 tahun lalu","10 hari paket tidak diantar"
"Jemmy Polii","1 bintang","4 bulan lalu","kurir malas"
"Filly Sepang","1 bintang","2 tahun lalu","Barang tidak pernah dikirim"
"Sugeng Ramina Putra","4 bintang","2 tahun lalu","J&T Express"
"Fitry Lagangka","1 bintang","5 hari lalu","Kurir slow sx cma abis di konfirmasi"" smpe skrg brg nda antar"" PAYAH"
"Mohamad Pakaya","5 bintang","sebulan lalu","J&T Rike"
"Agung Sanusi","5 bintang","8 bulan lalu",""
"Rahmahh Fyy","1 bintang","sebulan lalu",""
"Hendrik Manossoh","1 bintang","sebulan lalu",""
"Muhammad Taqwim Perkasa","5 bintang","3 bulan lalu",""
"Thrisya Langi","1 bintang","4 bulan lalu",""
"brian","5 bintang","5 bulan lalu",""
"Viola Patricia","1 bintang","7 bulan lalu",""
"Kayla Lukar","1 bintang","7 bulan lalu",""
"ALEN V C MANDANG","1 bintang","7 bulan lalu",""
"RN","1 bintang","7 bulan lalu",""
"Rafael Pagemanan","1 bintang","7 bulan lalu",""
"Nansy ToKaToAriKi","5 bintang","8 bulan lalu",""
"Danny Steven Poluan","5 bintang","10 bulan lalu",""
"Joko Regar","5 bintang","11 bulan lalu",""
"mellisa sabrina","1 bintang","setahun lalu",""
"Andre W","1 bintang","setahun lalu",""
"Junus Revolda","1 bintang","setahun lalu",""
"Abdul Malik","5 bintang","setahun lalu",""
"Citra Dewi","1 bintang","setahun lalu",""
"Christian Dilly (Christ)","5 bintang","setahun lalu",""
"Stevani Mangerongkonda","5 bintang","setahun lalu",""
"Febiola Kaunang","5 bintang","setahun lalu",""
"Hendrikus Gunawan","1 bintang","setahun lalu",""
"Rendy Stewart Wajong","4 bintang","setahun lalu",""
"meilan fransisca Kaawoan","5 bintang","setahun lalu",""
"Donal","1 bintang","setahun lalu",""
"Julke Sumajou","1 bintang","setahun lalu",""
"King timban Washington king","1 bintang","setahun lalu",""
"angky kario","1 bintang","setahun lalu",""
"Jimmy Lumentut","1 bintang","setahun lalu",""
"Wilarry Rombon","1 bintang","2 tahun lalu",""
"Pungkie Onibala","1 bintang","2 tahun lalu",""
"Brandon Timothy Paendong","1 bintang","2 tahun lalu",""
"Diego Kansil","1 bintang","2 tahun lalu",""
