Name,Rating,Time,Review Text
"Idris Sading Tigau","1 bintang","setahun lalu","Minta tolong kurir atas nama KEVIN REZHA YOSUA YUDIONO malas sx antar kt pe paket smpe kita yg inisiatif pi ambe sandari nd guna ad pesan smpe dpan pintu alhasil paket tidak di antarkan minta tolong sx pling jelek sx nama kurir itu lain dari itu kurur2 lain nd rupa dia👎🏻 …"
"Jordan Pandelaki","1 bintang","setahun lalu","J&t paling buruk sto ini ambe paket di kantor dblg blm sortirr kg srta sruh antr lama skli smpe rmhh meresahkann!!!!!"
"Syallom Rondonuwu","5 bintang","4 bulan lalu","Kak apa kantor buka smpai jam 18.00 sesuai informasi?"
"Rian Lihawa","1 bintang","4 bulan lalu","Ada salah 1 kurir kurang atitide"
"Disneyy 20","1 bintang","setahun lalu","Tolong pelayanan di kantor lebih bagus lagi dalam melayani cust dan mengKoordinasi kurir karna sampai saat ini kt pe paket masih ada pa kurir atas nama ""AMEL R LAISINA"" sempe dia sto so brenti jadi kurir di j&t !!! DUH KASIANG KT PE PAKET."
"Subz AccountzZz","1 bintang","2 tahun lalu","PELAYANAN TIDAK TERSISTEMATIS, PADAHAL BAYAR ONGKIR PAKE ""SELALU""REGULER BUKAN HEMAT, MAR YANG ADA PAKET SELALU ND DIKIRIM TAPI MENUNGGU CUSTOMER JEMPUT. PARAH!!!!"
"Deivie Salindeho","1 bintang","2 tahun lalu","Mungkin Owner boleh melihat ulasan dari pengguna jasa JNT Malalayang dan kemudian Mengevaluasi kinerja karyawan. Pesanan adik saya sudah sampai tapi kemudian barang di kembalikan ke penjual karena sudah lewat estimasi pengantaran, barang …"
"NURLAELA","1 bintang","2 tahun lalu","Qta p paket so lewat estimasi pengantaran. Selalu bilang gagal mar ndk ada konfirmasi dari kurir Kemarin qta ke kantor mar datang bilang baku janji Deng kurir. Bemana mo baku …"
"Riya Masontik","1 bintang","2 tahun lalu","Sumpah,pelayanan terburuk yg kita alami. Kurirnya 3 hari berturut - turut ngechat mau antar paket, ditanya dimana katanya di kantor nda bergerak² dri tmpat, mo antar paket atau in paket mo ambil sendiri pdahal so tgu². Pamals skli beda dengan jnt di bahu, minimal it kurir laksanakan tgas dgan baik."
"Ananda Chantika","1 bintang","setahun lalu","Alasan pengiriman gagal karena nomor telepon tdk sesuai padahal di hari yg sama dari shopee express ada kirim barang 2 di nomor yg sama dgn jnt👎 …"
"Belajar 30 Menit","5 bintang","4 minggu lalu","Paket tiba dengan cepat. Terima kasih"
"Aditya Wijaya Pratama","1 bintang","2 tahun lalu","Kurir kurir pamalas samua... Cuma smpe di chat kong nda pernah antar itu paket... Riki so 1 bulan qt pe paket drang tahang... Abis itu dorang sebale qt pe paket pa pnjual.. 2 kali bgtu trus... Tutup jo klo so nda mampu kwa..."
"Kristiani Chibi","1 bintang","2 tahun lalu","Paket so lama ttono di kantor nd antr"", serta pi ambe sndri di kntor alasan blm input, riki so brp kali bale kantor masih leh blm input. Pas pe input drg langsung retur pdhl blm konfirmasi, da tracking drg se maso nomor kurir yg so resign kong blng paket nd bisa di antrkan pdhl nd da info sma skli😂 mmng ba lucu skli …"
"Icha Tirza","1 bintang","2 tahun lalu","Kurir terlalu anggap remeh costumer, paket sdh 2 hari tidak di antar, penerima paket harus terus menghubungi kurir. Beda sekali pelayanan nya dengan J&T GPI. Saya pikir semua J&T pelayanan nya ramah"". Suka mengganti status pengiriman secara …"
"Nur Hasni","4 bintang","setahun lalu","Paket syaa tidak pernh di antar, aku yg sellu ambel sendri ke kantor. Padahal di plikasi di antar ke alamat sampe 2 hari ngk dtng barangnya. Terpksa ambel sendri ke kantor"
"Nadya Iskandar","1 bintang","setahun lalu","Kurir sangat tidak sopan dan kasar saya bertanya kapan mau antar paket malah di bilang cari hal dan marah2 ke saya'dan berapa kali tidak pernah antar pesanan cuman komfirmas saja paket tidak pernah diantar"
"Ega Saruni","1 bintang","setahun lalu","Minta tolong for atasan Tegor akang tu kurir yang so SE enaknya so Kase selesaikan tu paket kong cuma daba konfirmasi di wa kan ada waktu 3 hari pengembalian brang tapi ini kurir so …"
"indriv Motor1","1 bintang","2 tahun lalu","Kurir atas nama ""AGUS SUSANTO MOHUNE"" PAMALAS ANTAR PAKET. Giliran customer mo ba komplain, mo saribu dpe alasan. Paket so boleh mo terima hari ini, cuma da pi kse tinggal di kantor. Bae leh ada kurir lain yg da bantu cek😤👎🏻 …"
"Edison Ladasi","1 bintang","setahun lalu","kurir cuman ja konfir smo datang antar, kong nda antar”, di telp nda angkat, di chat cuman dapa read, kong ujung” return ini, parah skli jnt malalayang bintang 0 ngoni!👎🏻👎🏻 mending pasang alamat bahu spya dapa jnt bahu, drg tu bagus” depe kurir nda sama dg jnt malalayang!! …"
"mickenzi lumbu","1 bintang","2 tahun lalu","Min mohon di bilangin yh sma kurir inisial A lain kali kalau mau antar paket kalau orangnya lama bls wa atau slow respon tolong di tlvn aja gpp kok, jgn langsung paketnya di retur saya sangat kecewa atas mas kurir nya saya  menantikan paketnya cukup lama ehh pas udah ada paketnya ini malah di retur."
"Natalia Kalalo","1 bintang","setahun lalu","pelayanan driver jelek skli, nda sopan nd konsisten. Tolong di briefing dl semua driver gmn pelayanan customer. Ngoni pe driver tllu pndang enteng!! Jnt bahu pe pelayanan bagus, mending ngoni lia contoh situ!!! Tllu banyak customer p complain p ngoni"
"Akim Soputan","1 bintang","setahun lalu","Kurir kurir di sini pe malas sx antar paket!!! So 4x bale di sana dorng pe alasan slalu so di kurir pdahal kurir nda datang'!!!"
"Chella Piri","1 bintang","2 tahun lalu","Pket sllu msti mo ambe di kntor nd prnh mo antr srta smpe di kntr mo tnya lh kta klo so bku konfirmasi dg kurir hle kurir sllu blg nd mso ini hri... Jdi trg p ongkir itu dia dg sma dg nynda ad hitung klo trg yg ambe di kntr"
"MaJad AMan","1 bintang","setahun lalu","Paketku harusnya diantar ke Bitung. Barang udah sampai di Manado. Tapi entah kenapa dikirim lagi ke Makassar. Benar2 gak beres"
"Ingg","1 bintang","2 tahun lalu","Kurir pamalas nd jelas 🙏 dari pihak jnt nd pernah b hubungi kage2 paket so di kembalikan ke penjual, bgmna mo dapa berkat kalu diri sndri jadi pemutus berkat for org laeng …"
"Ander Son","1 bintang","2 tahun lalu","Bukang kendala paket menumpuk mar kurir banya pang malas, kita pe paket pertama so retur ini da pesan ka dua da sampe hari Jumat, ini so hari Minggu nda antar2"
"April Damongilala","1 bintang","2 tahun lalu","Kurir² ini kw pindahan dari jnt jln sea Qt PE paket kalo nda mo Pi ambe di jnt pasti nda mo antar,cuma nda dpa bls wa beberapa menit so jadi alasan nda mo antar karna mo antar yg so siap di alamat💩🥴🥴 …"
"Ardhan Fadillah","1 bintang","setahun lalu","Kurir atas nama evan tidak pernah angkat telefon, paket tidak tahu posisinya dimana, sangat jelek pelayanan Malalayang"
"Erlan","5 bintang","2 tahun lalu","cm mo bantu kse nae rating sadiki. kt wilayah malalayang selama ini baik bakirim ato trima barang J&T malalayang paling bagus. ja wa drg pe cs biar slow resp mar ttp jga ba info kalo misal kt smo lgsg ambe tu barang. yg tasua bintang 1 …"
"Clark Mathias","1 bintang","2 tahun lalu","Jnt paling pamalas klo nd niat bkrja nd ush bkrja barang so lewat estimasi nd sampe2 mntang2 paket sbyr kg lama mo antar aplagi kurir odhy bakari cma kse konfirmasi paket srta itu nyd antar2 dg chat cma ja read.👎 …"
"Bucin Eunwoo","1 bintang","2 tahun lalu","pelayanan burukkk nda CS nda kurir kurang sama jo. datang di outlet org ba tanya bae2 ba jelaskan pe jutek dg nda memberikan solusi. serta tanya pa kurir ada tanya paket so dimana, di jawab masih di jawa sana. padahal jelas2 dpe status pas …"
"Anastasya Salindeho","1 bintang","2 tahun lalu","Bgmna le ini jnt paket smo 1 minggu nda di antar², klo memang nda mo antar ya setidaknya ada pemberitahuanlah spya katu nda btunggu."
"Talitha Gabriella","1 bintang","2 tahun lalu","Kurirnya malas. Masa paket udah 3 hari nd di antr2.. Suda di chat, nd blas.. Udah di tlfn nd di angkatt. …"
"Ridwan Umboh","1 bintang","2 tahun lalu","Sudah di beri tahu di WA dari pagi paket sudah ada,tapi di tunggu gak di antar, chat gak di balas telpon gak di angkat, padahal waktu ada ambil paket langsung di kantor ada kurirnya tapi gak pernah di antar selalu cuma kirim pesan lewat wa tapi gak pernah di antar , emang pemalas orang kerja di kantor ini 👎👎 …"
"Chelvin Candra","1 bintang","setahun lalu","MH JEFRY PONTOH, pang malas antar pket nd guna d pesan COD di t4, akhirnya qt pigi ambe sndri di J&T.."
"Benly Hartono","1 bintang","setahun lalu","Barang tidak diantar dengan alasan gagal kirim, akhirnya pembeli harus direpotkan mengambil barang ke jnt. Pelayanan buruk"
"Noxi Nocim","1 bintang","10 bulan lalu","Kurir MH Debrayel B. S. Siar buta alamat. Beking apa da COD kong mo p ambe di kantor. Tanpa ada konfirmasi."
"Seolindi Pangau","1 bintang","2 tahun lalu","Kurir ALAN GERALD MANGELEP, KURIR MALAS PANDUSTA kase status Penerima tudak mau bayar COD Padahal paket saya tunggu Paktnya, tidak ada sama sekali WA&telp Akhirnya Paket saya di RETUR 😡😡😡 …"
"Brela Andreana","1 bintang","2 tahun lalu","Saat pickup paket, kurir tidak mau ambil paket dilokasi pengambilan. Karena dikatakan jarak pengambilan tidak sesuai lokasi jarak kerja. Pdhl hanya 5mnit dari kantor. Akhirnya saya yg drop off paket."
"nunkmuchtar","1 bintang","2 tahun lalu","Kurir di jnt malalayang sangat malas antar paket, paket yang sudah tiba dari 3 hari lalu belum di antar2, padahal sudah menelfon tanya alamat dari kemaren tapi belum tiba2. Lihat keterangannya alamat sy tidak valid padahal ini bukan pertama …"
"Kila Tangel","1 bintang","2 tahun lalu","Paket riki smo 1 mnggu di kntor , smpe ini nd ad + lhe kurir pe mls sx ja respon WA So riki ba antri di kntor berjam² lasteeee NOLLLL BESARRRRRRRR alsn blgg blm sortir lahhhh pdhl so brpa hri di KANTOR !!!!"
"Adrian Tarimakase","1 bintang","2 tahun lalu","Drop point paling buruk, jam buka kantor drop point jam 9 tpi kenyataannya jam 10 saja blm buka.. nunggu kurir antr brang itu sma dengan nungguin brng mau d kmblkan."
"Noviana Tandra","1 bintang","setahun lalu","Pegawai sangat tidak ramah dan tidak sopan. Slow respon tapi balik marah ke customer. Harus dilatih sopan, kalo brg lama diantar tapi respon sopan pasti akan lebih enak ke customer daripada sudah lama respon trus malah nda ramah bahkan marah” ke customer. Makasih 🙏🏻 …"
"Bluesky Tampi","1 bintang","2 tahun lalu","Ini tampa kerja or tampa tdr? Paket so lama d smpe nd antar"". Kurir p malas b antar so blh tutup ini kantor kerja nda p btul"
"Fera Kadma","1 bintang","2 tahun lalu","Bgimana ini jasa pengiriman ini di iklan pe bagus Kong ini serta pesan nd m antar, nd balas chat dg segala macam, minta tolong tu kurir j balas chat dari Torang ini sebagai penerima cm butuh kepastian."
"winda deke","1 bintang","9 bulan lalu","Pelayanan buruk so 2 hari bolak balik baru jam 5 sore admin so nnda ad 😡😡 …"
"Sanny Mongan","1 bintang","9 bulan lalu","Pelayanan buruk, Costumer service selalu tidak ada.. Pengiriman selalu antri karena CS tidak ada."
"Vinchent Lala","1 bintang","2 tahun lalu","Ba tunggu pe lama paket lama skali sampe ekspedisi apa ini tepe paket so di situ abis itu dong retur ka penjual memang ekspedisi nd jelas"
"Regina 92","1 bintang","2 tahun lalu","Tmpt pengiriman yg malasnya ga ketulungan. Paket orng ga prnh diantar2 dan tiba2 ujung2 ga ada pemberitahuan paket kt dikembalikan ke penjual🤦🤦🤦 …"
"Wolter Rompis","1 bintang","2 tahun lalu","Pelayanan payah! Nda sama deng jnt laeng. Kalo jnt laeng ada yg layani pengiriman ada yg layani pengambilan barang. Kalo dsini payah, musti mo btggu brpa jam ngoni mo cari orang pe barang baru torang yg mo kirim barang mo btggu brpa lama LOL! Cek akang dlu jnt mllyg ini"
"Wina zega","1 bintang","9 bulan lalu","kurir tidak amanah. paket saya tidak diantarkan dengan baik"
"Pricillya Rumengan","1 bintang","2 tahun lalu","Parah!!! kurirnya tidak sopan,tidak tau menghargai pelanggan,mungkin tidak semua kurirnya begitu,tpi apesnya saya dpat kurir yg kurang sopan santun,.. Di telpon sudah saya jelaskan bahwa saya tdk masuk kantor saat itu,nnti saya …"
"dwi Resky","1 bintang","2 tahun lalu","so dua kali barang yang cod j&t malalayang nda antar maunya trg yg ambe sndri kurir cmn mkg gaji buta samua"
"Ari Arii","1 bintang","setahun lalu","Pelayanan buruk, paket gk diantar sesuai jadwal. Diambil di kantor nunggu 1 jam lebih gk ketemu-ketemu. Ampas banget"
"Bode Talumewo","5 bintang","Diedit setahun lalu","Kadang2 paket belum dibongkar dari karung ekspedisi tapi sudah dilist sbg 'paket yg akan diantar ke tujuan'"
"Naila Siahaan","1 bintang","setahun lalu","barang so sampe 2 hari lalu sampe skrg nd antar"" dasar jnt nd becus😡👎 …"
"Indah Mamonto","1 bintang","setahun lalu","Sllu mo cari hal dg kt ni kurir cristo ini ee pecat ksna tpe paket sllu mo pandang enteng akg!!!!"
"Arp","1 bintang","2 tahun lalu","Pelayanan sangat jelek. Paket tidak diantar juga. Padahal udah smpe Chat kurir, katanya diantar besoknya tapi gk di antar juga."
"Silvia Yuyu lawendatu","1 bintang","2 tahun lalu","Bakar jo itu kantor. Pelayanan lambat. Kurir lebe soe trg byr ongkir for smpe tujuan bkgmo pi b antri di kntor"
"Anugrah ILMU","1 bintang","2 tahun lalu","Paket saya sampai sekarang belum di antar padahal sudah ada di drop point malalayang, pas di cek kantornya malah ditutul padahal masih hari kerja"
"Ansye Siwu","1 bintang","setahun lalu","Masuk chat wa mau di antar tapi di tunggu"" sampe 2 hari ngak muncul"" mohon di brif untuk karywan nya,,"
"Yvonne Pondaag","2 bintang","setahun lalu","Waktu saya sampai di tempat pengiriman bukannya di layani tapi hanya selfie"" di depan cstumer!!! Bukannya kerja bantu cstumer angkat barang utk di timbang malah duduk main hp!!!!!"
"shanya twenseva sydneythalia","1 bintang","2 tahun lalu","pelayanan jelek chatt ga di respon, paket ga di antar berhari-hari ditungguin🤢👎🏻 kurirnya gaji buta bgt …"
"MICHELLE CHERRYL KAKUNSI","1 bintang","setahun lalu","Tolong di brief bagus bagus ini kurir, sangat sangat tidak ramah (jefri pontoh)"
"Vedro mogogibung","1 bintang","2 tahun lalu","Paket dari tanggal 9 september sampe skrg tanggal 14 september belum di antar,,saya ngemis2 bermohon di antarkan,tapi tidak di respon.."
"Anastasia Kambey","1 bintang","2 tahun lalu","2 minggu barang sudah tiba di Manado tapi belum diantar ke alamat. Pas pengambilan di kantor langsung pelayanan sangat lama dan tidak ramah."
"Herry Maniil","1 bintang","2 tahun lalu","Nomor WA yg dipake gak pernah respon customer kenapa kantor pusat jnt tdk pecat semua sj karyawan yg seperti ini"
"Office Gratis","2 bintang","2 tahun lalu","Barang 3 hari mengalami keterlambatan trus selalu melewati jam operasional padahal status sedang di antar"
"Naomi Wondal","1 bintang","9 bulan lalu","Pelayan buruk, paket so ada nimboleh ambe,,, CS muka2 pustema"
"Mariska Sakul","2 bintang","2 tahun lalu","pelayanan kurir j&t malalayang memang nda talalu bagus, paket so di kurir nda antar2, so 3 barang pernah di return nda sampe"
"S Lahia","1 bintang","Diedit 2 tahun lalu","Apakah sudah tidak ada kurir di jnt malalayang?? Paket sudah 3hari sampai tp blm diantarkan.. hadehhhhhhh"
"Roland Sangkilang","1 bintang","setahun lalu","Tutup saja kantor jnt malalayang paket nda di antar"" So pesan torang le yang mo ambe Kong ba antri pe lama 😡 …"
"Priska Madellu","1 bintang","setahun lalu","Paket so smpe disana so brpa hari Mr blm antr2 ba pasti masih mo antar Leh KA so nda?😌 …"
"Rubikz","1 bintang","2 tahun lalu","Tpe paket ada sampe tanggal 2, sampe skrg tu paket belum ada antar"" memang pamalas skli"
"Hendra Manginsela","1 bintang","2 tahun lalu","pelayanan buruk,Frontliner kurang memiliki tatakrama,ditanya keterlambatan paket di 1 daerah sampai 3 hari dijawab tidak tahu...sangat kecewa!"
"Sima Dico","5 bintang","2 tahun lalu","kalo yg j kse bintang 1 , mungkin blum tateru dengan kurir yg pelayanan bintang 5, so itu drng nd respek :p"
"Stiven Karouw","1 bintang","2 tahun lalu","Paket smo 1 bulan nd antar2, nda btlfn nda ada kabar kage cek di apk smo se pulang pa penjual wkwkwk"
"Casper","1 bintang","setahun lalu","Baimana ini kurir nda balas chat pas pi ambe di kantor kage so retur"
"omega alda","1 bintang","10 bulan lalu","Di keterangan sudah di antar, tapi sudah ber hari2 tidak sampai"
"Puspita Udampo","1 bintang","setahun lalu","padahal tu nmor s btul mr ni pket drg nd antar'"
"Andy Tangkilisan","1 bintang","2 tahun lalu","Pelayanan sangat2 tidak baik, barang so lama da sampe ngni nd antar2."
"Ria Regina Taidi","1 bintang","2 tahun lalu","Paket hanya seputaran Manado saja butuh wkt 1 minggu baru diantar. Paraahhh memang !!!"
"Mickarter Kandouw","1 bintang","2 tahun lalu","Bad skali aplgi dpe cs .. Orang baru dtg drg slayani sampe langsung dikurir .."
"Ecka","1 bintang","setahun lalu","Woi lasyo msh mo antar tu paket ka nyanda? Ba pasti jo pindu.."
"Jeril Katulung","1 bintang","2 tahun lalu","Pelayanan buruk... Kurir tidak ramah sama sekali... Respon admin kurang..."
"Muammar Adam","1 bintang","10 bulan lalu","Barang cancel so 3x tanpa alasan ..."
"Sufebri landoni abdul","1 bintang","10 bulan lalu","Payahh dpe kurir pamalas antar paket"
"Dhea Pras","1 bintang","setahun lalu","Pelayanan buruk skali apa lagi kurirnya"
"Farly Kaseger","1 bintang","2 tahun lalu","Pelayanan Sangat Buruk.. Apalagi Kurir dengan nama Inisial J U ..."
"Veronica Budiman","3 bintang","2 tahun lalu","Paket snda ja antar Kurir pangmalas orng pe paket cmn ja retur2"
"Fauzi Umboh","5 bintang","2 tahun lalu","Ya lumayan lah, dri pada Shopee Express jauh dari kata lumayan pelayanan nya. 🙏 …"
"Queen Muntuuntu","1 bintang","2 tahun lalu","Kurir tidak ramah,paket lama di antar,chat tidak di balas"
"Jameellulail Fajri","1 bintang","setahun lalu","Layanan j&t express malalayang sangat buruk"
"safitri telew","1 bintang","setahun lalu","for kurir brnti karja jo kong mkng tdr drmh klw nd niat karja"
"Prayshe Tambun","1 bintang","2 tahun lalu","Batunggu pe lama alhasil barang nd sampe, cek ricek so se bale ke pengirim"
"Sam Makaleuw","5 bintang","setahun lalu","Bisa minta nomor kurir an MH DAMAR PUTRA MORIED,"
"elsglobal 1981","1 bintang","2 tahun lalu","btul palingm alas antar paket so ini jnt mama layang"" ini"
"michael eric","1 bintang","setahun lalu","Tidak basa basi,lebih baik di tutup, jual es batu saja"
