Name,Rating,Time,Review Text
"Mariana Kindangen","1 bintang","5 tahun lalu","Paket saya dikasih nama sama alamat LENGKAP ! belum sampe taunya di keterangan udah diterima dengan nama orang lain, tlp ke CS katanya pengurusan laporan 3x24 Jam lama dong ya gmna kalo barangnya udah urgent hah ? …"
"Tenny Mutahang","2 bintang","3 tahun lalu","Saya hanya ingin bertanya pengiriman dari j&t dari Manado ke j&t Bitung berapa lama? Soalnya paket saya terkonfirmasi sudah dikirim dari j&t Manado sejak tgl 24 mei, ini sudah tgl 3 Juni , statusnya masih sama SUDAH DIKIRIM dari manado, …"
"Grace Tambottoh","3 bintang","setahun lalu","Paket saya sudah tiba di Manado dari tanggal 23 tapi masih belum di antar juga malahan paket yang belakangan nyampe di cek sudah mau di antar bagaimana ini, tolong segera di selesaikan dong"
"marcelino tanod","1 bintang","2 tahun lalu","depe kurir buta map,deng dichat krupa seleb nda jaga balas kong kita p paket so nimau mo antar ulng krna waktu itu kita nda ada dikos,memang buruk skli niat kerja nda sih ngoni,cuma mo bilang for depe kurir jng sama dg seleb"
"Ario Yudhatama Katili","3 bintang","3 tahun lalu","Hari ini sabtu tgl 02 juli 2022 saya mau kirim brng dengan kode JX1..., Sekitran 6 koli masing2 berat 1kg, tetapi saat sampai di tempat kata orang yg masih ba jaga sendiri di situ sudah  tutup, padahal baru jam 18.30, sedangkan jam …"
"Mariana Juli Gosali","1 bintang","6 tahun lalu","Tmpt pengiriman slow respon, paket sdh 18 hari tdk diantarkan, pas ke kantornya pelayanan kurang baik, katanya kurirnya sdh antar, jelas2 saya belum terima paket tersebut. Terus dibilang nanti kurirnya ingat2 kembali dan telepon, ditunggu 1 minggu tdk ada kejelasan. Padahal ongkos kirimnya kan dibayar bukan gratis. Jadi tolong."
"zevanya","1 bintang","7 tahun lalu","JNT PARAH👎 awalny sabar tpi sudah 1 minggu pngiriman ga smpe2 jg. Sy kirim dokumen penting yg hrs deadline, Parah banget, tobat saya. Dri manado - jkt kok sy cek blum ada konfirmasi pengiriman?? Apa2an ini.. Trus sya mau tlpn ke jnt kawasan tpi di resi gk ad ksi no tlpn. Plisss itu barang penting skli!!!! Terakhir dah ga recomended. …"
"Adnan Sopian","1 bintang","2 tahun lalu","Jelek banget sdm nya ya, paket udah sampe kecamatan tujuan malah bulak balik terus. Dari tgl 17 sampe manado sampe skrg tgl 30 blm juga nyampe penerima, malah di bulak balik terus"
"STEVEN CHRISTIAN","2 bintang","3 tahun lalu","baru kali ini kirim barang lewat jnt lambat skali bgni eh.. so 2 hari barang smpe di mdo, mar dpe stts cma ta putar2.. so perlu skali doeh tu brg riki pake express kendati cma da jdi bgni!!"
"yumickho jo","1 bintang","5 tahun lalu","kecewa banget, kurir ga konfirm dan paket cuma di lepas di atas meja begitu aja. padahal alamat yg di tuju lagi ga ada orang. ga tau nasib paket sekarang.. emang harga paket ga seberapa, tapi tolong jangan sampai kejadian begini lagi"
"Alan Mongan","1 bintang","Diedit 7 tahun lalu","Pelayanan semakin buruk.. Menurut status di alamat web yang ada, kiriman saya sudah tiba di J&T Express Kawasan Megamas. Ketika datang langsung ke kantornya cs-nya belum mau memberikan …"
"Erhik Emor","3 bintang","2 tahun lalu","para si ini kurir j&t kawasan megamas.. torang d pesan barang dia nmau antr d lokasi t barang ,dia blng bkng dpe tujuan pdahal brang p dia..trng psan barang trng bayar ly dg dpe ongkir bkng nda.."
"Jelita Mashanafi","1 bintang","5 tahun lalu","Kirim paket tapi hanya krna tidak ada penerima..tidak telp ke pemilik paket..apa gunanya ada no telp penerima tapi tidak di telp untuk konfirmasi. Setelah saya k kntornya langsung buat ambil paket katanya jam oprasional hanya sampai jam 5 …"
"LV 123","1 bintang","5 tahun lalu","Track record tercatat awal gagal kirim karna gagal telp. Malas kurirnya utk antar itu. Alamat gampang skali dapat. Trus catatan berikut sudah di terima tapi barang blum nyampe. Nanti di kirim barangnya setelah di complain langsung ke pusat."
"Grey Keizia","1 bintang","4 tahun lalu","Barang nda sampe"" Pdahal status so pengantaran serta cek ulang so dikembalikan dgn alasan melewati jam operasional,, status masi jam 8 pagi so pengantaran, 2 hari berturut turut ngni bking bgini smpe ini barang blum sampe p kita"
"Maju Minut","1 bintang","5 tahun lalu","Barang pesanan saya tidak diantar dan diretur.. dgn alasan no. Hp saya tidak dpt dihubungi, padahal tidak ada satupun telpn yg masuk mengatasnamakan J&T.. Kenapa tdk diantar saja ke alamat saya.. dan hubungi nomor saya.. kurir mengecewakan!"
"Kim Komaling","1 bintang","3 tahun lalu","Paket yg harusnya sdh sampai dari 4 hari yg lalu di tunda- tunda , baru keterangan gagal pengiriman krna yg bersangkutan nynd ada , smntra dari pihak j&t nynd prnh ada konfirmasi sama skali,nanti trg yg hubungi sndiri Kong pas hubungi …"
"Bradly Pardede","1 bintang","3 tahun lalu","Kalo barang banyak tambah kurir! Bukan alasan barang banyak yg mo antar. Ujung ujung kurir yg di salahkan oleh Cs Barang 3 hari so ada jadi 1 minggu parah jnt"
"Irha Mardjuni","1 bintang","2 tahun lalu","Minta tolong untuk kurir kalo mo antar barang TLP dulu yg pux paket.. Soalnya di keterangan barang so sampai.. Tapi sampe skrg barang tidak ada.."
"Ance Homonentau homo","1 bintang","Diedit 6 tahun lalu","Pelayanan paling parah barang uda 1 mgg ga nyampe2 kapok pakai jnt mending pakai kurir yg lain brg posisi hanya disimpan di gudang jnt manado sampai berhari2 ngga tau antara mau diantar atau tidak. Kudacuki le brg nda antar2 eh so 2 mgg"
"Benni Kaaro","1 bintang","2 tahun lalu","BARANG JELAS"" SO SAMPE MANADO DARI TGGL 16 SAMPE SKARANG ENDA SAMPE2, DI CEK LAGI KATANYA BARANG HILANG. KALO BARANG KECIL BOLEH STOU MO ILANG INI BARANG P PAI MASA MO TERCECER, KALO SUKA BILI KWA BOS JANG BEKENG REPOT ORANG MO CLAIM DOI ONGKIR 😡😡😡 …"
"Tirsa Jesica","1 bintang","2 tahun lalu","Paket sudah tiba, hampir 3 hari tidak di antar-antar ke alamat. Jadinya ambil sendiri ke kantor jnt karena berhubung itu makanan."
"kelly wangko","5 bintang","3 tahun lalu","Pagi ini dr JNT mega mas telpon tanya  alamat, Sudah sekian lama langganan dgn JNT baru kali ini kurir yg nelpon kasar n teriak2 …"
"Farhan Harun","1 bintang","3 tahun lalu","TOLONG YA INI J&T JAM BUKA GAK SESUAI, JAM BUKANNYA JAM 8 PAGI SAYA MAU JEMPUT PAKET LANGSUNG DI KANTOR JAM 10  PAGI SAMPAI DI KANTOR, KANTORNYA BELUM BUKA INI JAM KERJANYA SESUKA HATI APA GIMANA TOLONG LEBIH DISIPLIN BEKERJA TERUTAMA J&T …"
"Zakiah Bakri","1 bintang","6 tahun lalu","Kemaren gudangnya di bahu, jadi deket. Kadang barang lalod di antar, bs ambil sendiri karena tgl di bahu. Lah ini, di pindah ke kawasan. Bgmn pembagian gudang ini? yg deket2 di pindah ke yg jauh, pdhl pelayanannya nda bgtu baik. Kalo jauh bgtu spa yg suka dtg ambil👎👎 …"
"Dewi J. Tendean","1 bintang","3 tahun lalu","So 3 hari ta tulis dikirim ke penerima abis itu nda sampe"", alasan nomor penerima nda bisa dihubungi. Tape kantor pe alamat pe jelas skali komang! Selama ini baru pertama kali ini lelet bagini. Butul jo ini kurir??? Smo 1 bulan ini bos"
"KristinaKawinda 1306","1 bintang","3 tahun lalu","Tolong ne j&t ni kurir² klu nda niat kerja nda usah kerja jdi kurir masa leh paket kong ngoni mo suru ambe sndri di kantor ngoni da gaji for apa mkng gaji buta"
"aan anusyirwan","5 bintang","4 tahun lalu","Saya pernah mengirim barang dari J&T Express Manado ini ke Sumbawa Barat, NTB, pada bulan September 2020. Barang sampai alamat tujuan dengan aman dan tidak lama. Terima kasih atas servisnya J&T Express Manado.."
"Aaron Budiman","1 bintang","6 tahun lalu","Jasa pengiriman yg SANGAT BURUK. Barang saya pesan sjk tgl. 6 november 2019. Saya lacak brg sdh ada di kurir sjk tgl. 10 Nov'19. Sdh 2x ganti kurir sampai skrg brg belum saya terima."
"Cindy Salangka","1 bintang","6 tahun lalu","Sangat mengecewakan! Belum ada konfirmasi barang sudah diretur, padahal sudah coba di sms dan telfon balik tapi tidak ada respons. Setelah dicek barang diretur. Pelayanan kurir juga kurang baik."
"Dian tantri","1 bintang","6 tahun lalu","Pengiriman paket saya tidak datang,,dengan alasan tidak ada kurir yang mengantar..tolong yaa bertanggung jawab..itu makanan didalam nya..karna anda bekerja tidak baik makanan saya semua nya basi..paket saya ada 3 kg ..dan itu makanan semua..no yang tertera juga ada..tidak di telfon sama kurir jnt.."
"Nelita Takalamingan","1 bintang","5 tahun lalu","status dri jkt ke mdo sudah 4 hari ditunggu"" , eh pas nyampe mdo langsung dikirim ulg ke jkt , pdhal blum di konfirmasi sama skli ke penerimanya , pengaruh udah bnyak yg pake pelayanannya mulai menurun"
"Vecchia","1 bintang","setahun lalu","Tidak pernah menghubungi customer tiba"" pesanan di kembalikan ke penjual karena customer menolak menerima paket. Ngelawak !"
"Vidi Timpalan","1 bintang","6 tahun lalu","Ini J&T dp krj bagaimana soh?? Nda profesional ehh, barang so smpe di manado tgl 15, kong smpe skrng barang nda antar p penerima, ada nomor tlpn yg bisa di hubungi mar nda m hubungi., barang so nda di terima setelah cek tracking barang so di kirim balik ke pengirim. Apa apa ini J&T...,"
"Clarisa Missy","1 bintang","6 tahun lalu","Barang setelah cek so sampe tunggu2 tlp so 1 hari nda dapa2 tlp.setelah cek ulang depe keterangan tlp nda bisa di hubungi.apa ini nda ba tlp kong tlp nd bisa di hubungi.tutup jo J&T kalo nd bisa mo kase pelayanan yg baik.torang ja ba bayar kwa."
"PJL PJL","1 bintang","5 tahun lalu","sangat mengecewakan! barang sudah di retur tanpa adanya pemberitahuan kepada pembeli! paketnya pun tidak pernah diantar dan langsung di retur!!! layanan kurir nya juga tidak baik."
"Hendrik Gawengsake","1 bintang","7 tahun lalu","Unk kiriman lain sih bagus tpi bru kali ini brgnya tertahan di gudangny jnt kok nga kirim2 tu barang pdahal lacak udah sampe.di daerah"
"Firsth Riwo","1 bintang","2 tahun lalu","Riwayat pengantaran so dari jumat sampe so kamis ulang nyd sampe2 So pigi cek di kantor cuma bilang status so dalam pengantaran nd tau mo antar kpn."
"Chandra Aku","1 bintang","6 tahun lalu","Pengiriman lambat. Barang suda ada tapi belum di antar di tempat tujuan, alasan selalu tertunda.. mohon J&T lebih di tingkatkan lagi dalam jasa pengiriman"
"Gabriela Liando","1 bintang","3 tahun lalu","Paket sudah 8 hari tidak kunjung diterima. Padahal lokasi pengantaran hanya di Jumbo (tempat publik). Biasanya 1-2 hari sudah sampai. Tapi ini tidak kunjung sampai."
"Delfie Senewe","1 bintang","6 tahun lalu","pelayanan nya kurang bagus , kemarin saya sudah cek di kantor katanya barang sudah di antarkan dan sudah di terima  . padahal barangnya belum di terima , kurir juga tidak menghubungi penerima ."
"Hana Mamahit","1 bintang","2 tahun lalu","Paket saya belum sampai-sampai hanya Masi di tempat sortir terus padahal saya pesan sudah dari 17 Des 2023"
"Wi2n win","2 bintang","3 tahun lalu","Parah...status pengiriman dari tgl 21 sampai 30..gak berubah..pdhl estimasi sampai paling lambat sebelum tgl 28.....pengirimn tgl 18"
"icha aliesha","1 bintang","4 tahun lalu","Kirim barang tidak sesuai alamat.. ekh habis itu minta ambil sendiri ke ktr J&T.. Kurir tau baca alamat paket ndk ya.. 🤔 …"
"Julita Lita dapaherang","1 bintang","6 tahun lalu","Barang tidak antar tapi main rektur semebarang 😪 gimana sih kang nomor tlpn boleh di hub jgn main bertindak sendiri  tolong kami juga bayar jgb kaya gitu tolong yah J&t kami bayar bukan utang ngerti kerja ko kaya gitu gimana sih ngak mau lagi pake j&t kecewa …"
"Puteri Ayu","2 bintang","5 tahun lalu","TOLONG YA J&T , JANGAN ASAL NGERETUR BARANG , TIDAK ADA KONFRIM DARI KURIR UNTUK RETUR DAN JANJINYA KEMBALI KIRIM ULANG SORE HARI , NYATANYA TAK KUNJUNG KEMBALI , MALAH DI RETUR KE CABANG PENGIRIM YANG HASILNYA 2X PEMBAYARAN , MENGENTENGKAN  , SETIDAKNYA KONFRIMASI DULU KLO MAU RETUR  KE PENGIRIM ATAU PENERIMA JANGAN ASAL NGERETUR !!!"
"Ardian septa Anggriawan","1 bintang","3 tahun lalu","Kurirnya malas pengantaran. Udah 2 hari gak di antar alamat jelas. Ada perinciannya. Masak gak sampe2. Manajemen harus rubah itu mitra kurir."
"tipeen synyster","1 bintang","5 tahun lalu","Barang dari tasikmalaya transit bandung dari tanggal 4 april.. Sampai sekarang barang blum sampe².. Cek resi [BANDUNG] Paket akan di kirim ke MDC Gatway.. Memangnya penerbangan Bandung ke Manado, TUTUP?"
"Kristiani Suradi","1 bintang","6 tahun lalu","Paranh sx JNT pe pelayanan in dy.. Barang so smpe d mndo dri 2 hari lalu, ada p drg p kantor d kawasan kong cma m antar p qt d IT kong smpe dunia skrg nd dtg2 antr.. qlo m pkir ambe sandri le qt …"
"Jefnie Feibe","1 bintang","5 tahun lalu","Ini expedisi paling jelek...👎👎👎2x utk pembelian dr Jkt sdh smpe Mdo n sudah di tlp barangnya mau diantar...eh bukan barangnya yg smpe malah dpt tlp katanya sdh diretur.... …"
"N W","1 bintang","2 tahun lalu","juaranya telat antar paket padahal udah ada estimasinya, banyak juga yang review tidak amanah kurirnya. kalian punya masalah apa ya?"
"Wix Mokodongan","1 bintang","8 tahun lalu","Awalnya sabar... Lama2 bikin kesel udah bbrpa kali brang sudah tiba d tjuan kotanya tapi kurir lama utk proses pengntran ke alamat..."
"Riara Roy","1 bintang","7 tahun lalu","Paket nyampe gateway manado hr senin..tp sampe hr kamis siang paket blm dianter kerumah.gmn sih katax express.biasanya sy pake j&t tp klo kek gini jd maless"
"Rudi fens","2 bintang","2 tahun lalu","Paket saya udah 6 hari gak di antar-antar... nomor kurir jg gak ada... gak ada yang bisa di hubungin."
"Kenny Lumingas","1 bintang","6 tahun lalu","Co kondisikan dlu ngo pe cara ini 😡 So 2 kali ba pesan dpe pertama tu barang da dtng so 2 hari blum dpa kirim krn dpe alasan so lewat jam maso.... …"
"*Geger *","1 bintang","Diedit setahun lalu","Memang nda jelas J&T Manado ini noh Barang so sampe dri tgl 24 sampe dunia ini nda sampe🤦🤦 …"
"Chichy Mey","1 bintang","2 tahun lalu","Dpe kurir pemalas. Blm b tlvn at b cht drg so kse cancel krna trg nd ad d kost kata at nd bsa di konfirmasi pdhl drg blm b tlvn at b cht. Payah👎👎👎👎 …"
"Afira Rahmatul Annisa'","1 bintang","2 tahun lalu","Kurir nya gak telepon gak chat tiba-tiba di cancel sangat merugikan SELLER!!! KITA KIRIM JUGA PAKAI UANG WOYYY"
"Christo Lempoy","1 bintang","3 tahun lalu","Mungkin j&t boleh perhatikan di bagian delivery (kurir) agar pelayanannya seperti nama perusahan (express) yaitu cepat bukan lelet."
"dzul adam","1 bintang","5 tahun lalu","barang sudah sampai,mau di ambil d kantor alasannya belum selesai proses scan.. tapi outlet lain kok bisa yaa... hmmm"
"Injilia Ezra Dien","1 bintang","3 tahun lalu","MASIH ADA KURIR J KERJA DI SINI ATAU SO NDA KANG? KITA P PAKET DARI TANGGAL 2 MEI SAMPE SKRANG NDA BAWAH² CUMA TUNDA² TRUS BILANG KANTOR SO TUTUP, ASAL NGONI TAU EE KITA P ALAMAT DISITU BUKA 24 JAM JADI NGONI M ANTAR JAM BRAPAPUN TETAP ADA YANG MO TRIMA!!!!!"
"Meiky Sujadi","1 bintang","5 tahun lalu","Hampir 2 minggu brg tidak tiba...bayar mahal Pke paKet yg paling cepat..ruginya dobel pake jnt... bayar mahal barang lama"
"Jesica Sondakh","1 bintang","2 tahun lalu","Sangat buruk. Barang tidak diantar ke rumah & di retur tanpa konfirmasi. Kurir / Bos atas nama NOVEL SANDALA"
"TheRavens - TR","1 bintang","3 tahun lalu","Ini cuma dari manado ke tanawangko so berhari2 cma taputar2 di manado itu paket.. Reguler lagi.. Itu paket dari bandung riki so duluan akang.. Bagimana ni jnt pe pelayanan rupa malas bagera dpe orng2."
"Brayen","1 bintang","2 tahun lalu","pelayanan sangat tidak ramah, dan sangat² tidak ber etika, Kalo Memang nda niat kerja lebih baik Resign, Kerja di tempat Kasir sering Melayani orang tapi bad Attitude"
"Riki Pirmansyah","1 bintang","2 tahun lalu","Jnt manado parah,  kurir juga sama, kalau ga niat kerja mending di kasih sama yang membutuhkan kerjaan."
"J&T MDC02","5 bintang","9 tahun lalu","J&T EXPRRESS adalah perusahaan ekspedisi yang bergerak dibidang jasa pengiriman Barang dan Dokumen menghadirkan kenyamanan bagi masyarakat yang yang baru saja menggunakan jasa J&T EXPRESS dengan penawaran menarik melakukan GRATIS JEMPUT PAKET ditempat tanpa minimal KG ."
"milleni arifin","1 bintang","6 tahun lalu","Paket saya juga blm di antar sampai sekarng padahal udah tertulis pakat anda akan dikirim ke alamt tapi sampai skrng blm di kirim""😑😑😑 …"
"Halim Moito.Official","1 bintang","4 tahun lalu","Selalu dan selalu jnt yang di kawasan ini kurirnya pada malas nganter..  smpai sminggu di tungguin pun sama harus selalu di jemput kirimanya"
"Arfini Aseng","1 bintang","3 tahun lalu","Sering kali barang belum di antarkan dan keterangan pas cek resinya pengantaran gagal."
"angga mangero","1 bintang","5 tahun lalu","Pengiriman ke bitung, so lia di pelacakan so sampe manado, tiba2 sore lia ulang barang so di gorontalo, kan babi. Proses lebeh lama. Deng barang tako kage rusak."
"Enjelina Maramis","1 bintang","8 tahun lalu","gilaaaaa.... J&T menado parah. mau tanya barang, karna menurut J&T pusat barang sudah tiba di gudang, tapi dari pagi di telpn tidak diangkat."
"Lalimbat Nisma","1 bintang","7 tahun lalu","Apakah anda jasa antar atau jasa simpan??soalx anda tak profesional kerja makan gaji hamis Kami bayar JNT bgtu mahal tapi barang nya tak sampai2 trus di selesaikan sendiri tanpa sepengetahuan penerima Ayo sekolah lagi"
"Elfina Official","1 bintang","setahun lalu","Nda jelas, dpe kantor so pindah mar nintau pindah dmna, hubungi pa kurir, kurir lebe nda jelas 👎👎 …"
"Yoel Ginupit","2 bintang","6 tahun lalu","Nomor selalu aktif tapi ketulis ngak bisa di hubungi emang parah kurir J&T,driver gojek aja blh hubungi nomor saya masa kurir J&T ngak bisa hubungi nomor saya"
"mario sangi","1 bintang","2 tahun lalu","kurir semua bingo"" bodok"" ba antar .. klo cari kurir yang pengalaman ndk usah trima yang bgo"" bgni"
"Yusri Mappadang","1 bintang","4 tahun lalu","Tutup sja kalau tidak bisa bersaing... Paket tanggal 3 masuk manado sekrang tgal 6 blum diantr2 juga ke tikala.."
"Vanilla","2 bintang","3 tahun lalu","Barang udah di confirm kurir, tapi sudah 4 hari belum di antar ke alamat 😮‍💨 …"
"Awan Zummah","1 bintang","2 tahun lalu","Bgmana ini yang jaga kerja riki so abis tnggal pngtran blum dtg” le Mending ndak usah pigi krja kong tutup."
"RANIFA RIFAY","1 bintang","6 tahun lalu","Barang tidak di antar padahal nomor bisa diuhubngi. Sampai 2 kali pesan tetap sama. Padahal bayar ongkir mahal mahal"
"Yokhe Tampubolon","1 bintang","2 tahun lalu","Mengapa barang saya belum dianta juga ke tateli. Sudah 4 hari sampai manado tapi tdk diantar juga"
"Robert Dalise","1 bintang","3 tahun lalu","Ngide kah??, sa punya paket so 10 hari blm juga smpai2 ini ekspedisi pyah skali ehh😌 …"
"Honey Thea","1 bintang","6 tahun lalu","barang sy kemana ? di resi barang sudah terima, padahal barang blm sy trima sama sekali. bagaimn eh ......................................."
"Generasimuda Zulfahmi","1 bintang","5 tahun lalu","Pelambat apa"" kalau transit di j&t manado.. So 3 hari Paket transit palu.. Belum ada juga kejelasan"
"MUHAMAD TAHIR DAENG PAWEWANG","1 bintang","4 tahun lalu","Barang saya dari tanggal 28 november 2021 sampai tanggal 06 desember 2021 belum ada... Ini gimana pelayanannya..."
"romel setyawan","1 bintang","setahun lalu","Paket gua udah sebulan sampai manado ga diantar2 ke customer"
"Isman Poloalo","1 bintang","6 tahun lalu","Klw cmn blh nda m kse bintang..status barang sd manado mar skrg blm ada. Klw cmn COD kita so nda m ambe."
"Jimmi Sarajar","1 bintang","2 tahun lalu","Nggak ada angin nggak ada hujan keterangannya paket udah ke retur padahal dihubungi nggak di respon"
"Andi Z Mabbiritta","5 bintang","3 tahun lalu","Satu satunya JNT terdekat di wilayah sini..."
"Budi Suwarno","1 bintang","7 tahun lalu","yg parah lagi ga mau kompromi dg korban penipuan lewat sistem COD padahal uang dia pegang belum disetorkan"
"Tipis M","1 bintang","4 tahun lalu","Barang sudah 4 hari di manado tapi belum di kirim"" Ke kotamobagu tolong pengiriman dipercepat"
"ebed andriano","1 bintang","setahun lalu","paket udah 14 hari tp blom sampai rumah"
"Warung Fashion Store","1 bintang","2 tahun lalu","Udah 2 Minggu paket gk di Anter ke pembeli .. sangat kecewa haha"
"Billy Kereh","1 bintang","3 tahun lalu","Datang jam 8:05 malam karyawan bilang so tutup. Di pintu masih tertulis BUKA sampai jam 21:00."
"Killua Zoldych","1 bintang","5 tahun lalu","Bgimna ini katanya barang sampe alamat tgl 11 Juli, akhirnya ini so lewat, drg se bale ulang di JKT"
"Terry Kuadang","1 bintang","6 tahun lalu","Kyp kg main retur bgtu,alasan nd bisa hubungi coba kase pelayanan yang bagus kw"
"M_D R.","1 bintang","4 tahun lalu","brng sya blm di antar samapi sekarang di bilang nmr tidak sesuai,nlvn aja ngak ad gimana sih,niat kerja ngak sih"
"Raymond Manansal","1 bintang","5 tahun lalu","Padahal nmor aktif.. Tpi ditulis dlam status pengiriman tlp bermasalah.. Hmm"
"Smart Heaven","5 bintang","5 tahun lalu","Kurir bagus trpercaya. Cuman 4 hari barang so sampe dirumah."
"Langoy Jr","1 bintang","6 tahun lalu","Barang sodi kurir 2 hari nda antar"" ,pdhl cuma dekat..."
"Frangky Sveizen Tjiang","5 bintang","3 tahun lalu","Ekspedisi paling ok dimanado 👍🏻⭐⭐⭐⭐⭐👍🏻.. Kurir (Heru & Rafi) fast respon, bisa pickup brg juga, mantap …"
"welliam Tjung","5 bintang","7 tahun lalu","Tempat bagus akses depan jalan besar sayang kalau misalkan ngantri untuk mengambil/mengirim barang ruangannya tidak nyaman karna panas"
"Chris Tianz","1 bintang","2 tahun lalu","Tlpn tidak bisa. Ke ktr JNT  tdk ada yg buka"
"Feiby Keintjem","1 bintang","6 tahun lalu","Tolong diperbaiki pelayanannya apalagi kurir yang daerah Bahu perbaiki keramahannya."
"zen","1 bintang","3 tahun lalu","payah paket udah 3 hari dianter kurir trus"
"Fajrin Langguhe","1 bintang","4 tahun lalu","So 2 hari paket syaa belum di antar gmna sih"
"Marlina Margaretha","1 bintang","6 tahun lalu","Barang gak di antar mau nunggu saya yang ngambil di kantor parah"
"Lina M","1 bintang","3 tahun lalu","Bintang 1 dulu, kalau responnya bagus dan masalah saya selesai, nanti ditambahin bintangnya"
"kheristyanti lumingkewas","1 bintang","7 tahun lalu","Cek barang sdh sampe mdo Jumat,,sampe skrng barang blom sampe d alamat,,J&T PARAH!!!!!!"
"Musdhalifah Meisnaningsih Ahmad","1 bintang","3 tahun lalu","PAKET CUMA MUTER2 GAK JELAS,, AMAT SANGAT LELET KYK SIPUT SAKIT..."
"Chintia Wensen","1 bintang","8 tahun lalu","Barang sudah sampe dimanado tapi belum di antar ke alamat saya"
"Irma Suryani","5 bintang","2 tahun lalu","Mereka sangat bersahabat dan sangat ramah dalam melayani kebutuhan konsumen mereks"
"Romalio maudoma","3 bintang","8 tahun lalu","gampang di jangkau dengan kendaraan... tapi pelayanannya kurang, lebih dari 4hari pengirirman?!"
"Xxx Spandex","1 bintang","3 tahun lalu","Layanannya lemot, tutup aja j&t cabang Manado,,,"
"marcel wowor","5 bintang","5 tahun lalu","Mantap,,,tidak pernah telat,,,cepat sampainya,,aku sudah 7 tahun pakai jasa jnt lanjutkan"
"Aristyo Nugroho","1 bintang","setahun lalu","Sudah sebulan masih saja di menado ini mana itikad baiknya"
"Ummi Fatimah","1 bintang","2 tahun lalu","Paket s5audah 2 minggu tidak di delivery, haduh"
"ruslan nugraha","1 bintang","setahun lalu","Sudah tidak ada"
"Teresa Caroline","2 bintang","3 tahun lalu","Mau ambil barang tapi sudah stgh 10 belum dibuka"
"tanty oyen","1 bintang","3 tahun lalu","Adakah nmr kurir yg bisa d hubungi???"
"Andrean Syah Putra","1 bintang","8 tahun lalu","PARAH J&T MANADO...!!!! BRG SDH ADA DR 5HR LALU TP TDK DIANTAR KEALAMAT...!!! INTINYA QT MSTI AMBIL SNDRI BRGNYA...!!!"
"Randi_ jo","5 bintang","5 tahun lalu","No pesanan 200529DEHPY272 tujuan palu apa sdh dikirim?"
