Name,Rating,Time,Review Text
"4almepro7","5 bintang","setahun lalu","Terima kasih pak Albertus!  minggu, 4 agustus 2024 saya (salah satu seller shopee) mau kirim barang di JT DP …"
"Adelya Pase","1 bintang","setahun lalu","Kurir atas nama MH ALLEN GERALD ANDREAS MANGEL berhenti kerja saja kak, kalau tidak ada niat mau antar paketnya Customer. Paket sudah di manado dan saya niat mau ambil paket tapi sampai detik ini tidak di antar, malahan di antar balik ke penjual. Di telfon di chat tidak ada respon padahal WhatsApp online"
"Claudia Patricia","1 bintang","10 bulan lalu","Datang jam 9 lewat blm buka, stang jam 7 malam blg so tutup,, mo ambe sandiri krn kurir so berhari2 pengiriman gagal trus"
"Meidy Lucie","1 bintang","10 bulan lalu","Pelayanan buruk sekali, kurir nda bisa di hubungi, tlpn dgn wa nda respon barang nda bawa”"
"Christin Natalia","1 bintang","setahun lalu","Kurir sdh konfirmasi 3 hari yg llu mau antar barang, tapi sampe detik ini barang tdk di bwah. Di telp dan sms lewat wa kurir tdk ada respon. PARAHHH"
"Demsi Tambajong","1 bintang","10 bulan lalu","Barang 2 minggu so di gudang nda antar, dpe bisae le kurir nda niat kerjaa👍 …"
"Anastasya Salindeho","1 bintang","setahun lalu","So kesekian kalinya tp paket nda di antar, smpe qt so nda bisa mo ba COD krna so brpa kali paket tbale. Padhal dri pihak JNT yg nda antar tu paket bukang qt yg nda mo ambe. Pamalas jang kerja"
"vallen usman","1 bintang","10 bulan lalu","pengiriman paket selalu gagal, kurir tidak merespon chat wa..."
"J A Y","1 bintang","9 bulan lalu","Pelayanan sangat buruk, Kurir tidak mau menerima pengambilan paket Dan tidak mau di antarkan"
"Ari Tumigolung","1 bintang","10 bulan lalu","pelayanan terjelek bener bener burukkk, sampe sekarang kt minta nomor resi gak dikirim kirim👎🏻👎🏻👎🏻 …"
"nazrul moha","1 bintang","setahun lalu","Barang somo 1 bulan nda sampe2 estimasi sampe tgl 19 Oktober.barang so di Manado serta brpa hari cek ulang so ta bale di jakarta.kalo nda niat kerja resign Jo ngoni cuma bkeng rugi orang perusahaan"
"Sumiati Ati","1 bintang","setahun lalu","kurir susah di hubungi, paket belum di antarkan tapi status di tiktok shop telah di terima, gak bertanggung jawab!"
"Oktavia V. Bujung","2 bintang","setahun lalu","Kak mo tanya, di aplikasi sudah tertulis dalam pengantaran, sampe sekarang nynda antar², kurir nda bkabar ini? Dpe solusi bagimana kng kak?"
"Inggrid Woley","1 bintang","2 tahun lalu","Kalau boleh kurirnya di ganti, karna sekarang kurirnya tidak ramah dan tidak sabaran, tidak sama dengan kurir yang lalu"". Kurir sekarang chat cuma dibaca tidak pernah di balas, setelah itu tiba"" paketnya di retur. Serta di tanya ehh cuma …"
"Preesley smart Newbie","1 bintang","3 tahun lalu","Kalau ada bintang stengah saya kasih yang itu. Tidak respect dengan kurir yg ngantar ke lokasi saya, seharusnya paket sampai ke pelanggan tanggung jawab kurir, sebelumnya sudah konfirmasi kalau saya mau keluar dan mau ke gereja saya udah …"
"Sherina Sihite","1 bintang","setahun lalu","So 2 jam taputar da cari ini tempat wkwk, klo memang so pindah kase kode ditempat lama, biar kasiang nda makan waktu! Kita cuma mo ambe paket yang da tasalah alamat, harusnya jnt wonasa kong so pitdampar disini uhhhhh bisae skali ni jasa kirim"
"mr Kow","1 bintang","2 tahun lalu","1. Kurir so ba konfirmasi smo otw antar barang serta so tunggu lama dia blh so talupa kong so ta turus kantor blg nnt bawa dpe eso. Waktu ba tunggu so terbuang percuma. …"
"Tindale mangamis","1 bintang","2 tahun lalu","Ijin bertanya ini kenapa pesanan saya blm di anatar2 sampai skrg dan pas saya cek diaplikasi percobaan pengiriman kedua katanya pengiriman pertama gagal padahal gak ada yg chat atau tlpv bilang mau antar barang sama sekali tapi kenapa di …"
"Nancy Umbas","1 bintang","setahun lalu","Kenapa paket saya, belum2 di antar ya....?? Ada apa dengan kurirnya😡 Sudah di hubungi tapi tdk respon.!!! …"
"Dewi Amalia","1 bintang","3 tahun lalu","Paket udah hr ke tiga, setiap siang laporannya kurir sedang menuju alamat, pas mlmnya batal krn sdh melewati jam operasional... gimana sih paketku udah 3hr cuma dibawa"" sama kurir tp ngga nyampe"" 😏 kecewa pake banget …"
"Bang Yayak","1 bintang","setahun lalu","Kypa tpe barang nd smpe² ini? Niat antr nd sih? Di shoope so blg dlm prjln bru ggal di antr trus smpe so lewat dpe estimasi, rken so mngeluh di jnt pe Wa mar nd ad pergerakan sma sx.. tolong neh s cpt antr.. nih kurir niat krja nd??"
"Milkhacindy Batkyes","3 bintang","2 tahun lalu","Kenapa pkt sya smpe skrg blm d antar mala sdh pengantaran ke 3 pdhal pengantran pertama tdk ada konfirmsi klw mau antar pkt di chat kurirnya tdk respon sdh ke kntor  mala sdh pindah jntnya dmna"
"Eve Karisoh","1 bintang","9 bulan lalu","Notelp yg dicantumkan bukanlah notelp milik perusahaan... Harus diganti supaya tidak menyesatkan banyak orang"
"Astri Sambe","1 bintang","3 tahun lalu","Paket nynd pernah sampe, nd antr2, kurir nd b kabar serta cek di kantor blg so retur Krn nmr nd aktv🤣. …"
"Roland Sangkilang","3 bintang","2 tahun lalu","Barusan saya dapat info dari kurir yg biasa antar barang yg saya pesan, bahwa jnt bahu suda pindah di malalayang sebelah kiri sebelum terminal, entah itu pindah atau gabung, tetapi setau saya itu tempat jnt malalayang 🙏🏻 …"
"Victor Anugerah","1 bintang","2 tahun lalu","Orang kantor bisa diganti sama org yg lbeh ramah. Mo retur barang mar cs pe ba bicara tidak mncerminkan org yg layak kerja di posisi itu. Ngoni itu ad gaji bkg nyanda"
"Novita Bryan","1 bintang","3 tahun lalu","Status paket akan diantarkan hari kemarin tapi tdk diterima smpe skrng ini, konfirmasi paket jg tidak ada. Lalu status pengiriman diaplikasi pengiriman gagal. Sangat payah sekali layanan pengiriman ini yah...."
"MARDKSYEL SOPUTAN","5 bintang","2 tahun lalu","Pertama kali kirim barang ke bekasi melalui kantor ini. Ga lama kok, dtng jam 9 dilayani jam 9.30 antrian 3 orang, pelayanan ramah dan lumayan cepat. Terima kasih"
"Kurniati Paloa","1 bintang","3 tahun lalu","Kecewa Paket saya kok blum sampai² yah... J&t kok lalot gini bikin emosi aja samapai2 paket saya dibatalkan oleh pihak shopee sndri.. …"
"Melisa Djamaludin","1 bintang","2 tahun lalu","Nd ada tnggung jwab 2 hari paket nda antar"" chat kurir nda respon akhirnya harus jmput sndri tu paket"
"Foryou Part","1 bintang","3 tahun lalu","Barang sudah dari 24 Januari -  7 Februari ga di Anter Anter , tanggal 5 di ada update katanya gagal dikirim , tapi tanggal 6 dan 7 ga ada update apa apa , guna kurir apa disitu ga ada otaknya , kerja lelet , gatau kerjanya ngapain , kurir kaya bintang semua"
"Windafelia Tulung","1 bintang","4 tahun lalu","Nasib tinggal di luar kota, kurirnya nanti datang kalau samudra mengering. Sempat kasian si admin minta pesan lewat wa aja karena pake aplikasi katanya kurir harus nembus hujan badai biar gak lewat jam aplikasi. Setelah pesan lewat wa eh kurir gak datang2 dong."
"James Rumagit","1 bintang","2 tahun lalu","kurirnya bisa di ganti aja tidak paket saya sampai sekarang belum tiba-tiba dan tidak ada konfirmasi dri kurir"
"Intan Wirastuti Masri","1 bintang","3 tahun lalu","Bikin rusak mood, barang yg aku kirim ga sampe"" ke tujuan padahal sudah lewat estimasi. Kurirnya ga da niat antar kyknya👎🏼 …"
"Moch El Vicky MW","1 bintang","2 tahun lalu","Konfimasi barang dari kurir pas sudah di depan rumah. Orang pada kerja. Gak bilang dari pagi sebelum pengantaran kayak kurir sebelah.."
"Muhammad Sakir","1 bintang","3 tahun lalu","Barang saya sudh lama alasannya ada kesalahan padahal saya cek katanya sudah di kurir😜😜😜😜 …"
"Jejes Umbeang","1 bintang","2 tahun lalu","Kurir nda jelas cmn abis konfirmasi barang mar nda pernh smpe barang so blh ja tinjau sto kerja kurir bgtu"
"Jae Kim","1 bintang","10 bulan lalu","pelayanan buruk, banyak orang menunggu tapi tidak ada pekerja atau adminnya yg keluar."
"edi bali","1 bintang","2 tahun lalu","kurir malas, paket cod dorang nda antar2, alasan barang besar nda bisa mo bawa kata. justru karna besar ngoni harus antar. aneh2 le ini manusia"
"Regina Lumingkewas","1 bintang","2 tahun lalu","Paket tidak pernah muncul! Serta datang di kantor minta no. Resi serta kase bilang di J&T winangun. Serta ksana alamt kntor so pindah. Bngsat banget"
"Mossa","1 bintang","3 tahun lalu","Hmm keknya klean kewalahan melulu dengan alasan penumpukan barang apalah dsb, kami juga konsumen butuh barangnya gmna dong semua pesanannya saya ditunda mulu jadwal anter nya sampe 2 minggu bahkan, ayolah coba bertanggungjawab,,, gini"" …"
"Yasentha Kumajas","1 bintang","4 tahun lalu","Barang sdh ada tapi tidak di antar2;di cek aplikasi sdh di kurir,tidak ada konfirmasi sama sekali...benar2 kinerja yg buruk,pdhl sdh langganan berthn2."
"Cipta Adinata","1 bintang","3 tahun lalu","Gila yah dari tanggal 21 sampe hari ini 29 paket masih menuju ke alamat aja, itu nganter nya naik turun gunung jalan kaki apa gimana, klo ga niat kerja gausah lah. Sampah!!!"
"PEDRA VAN GOBEL","1 bintang","3 tahun lalu","Talalu pandang enteng dg orang p barang, so tunggu dri hari kamis nd ada tu antar smpe skrg. Cmn bilng tunggu jo di kost so 3 hari da tunggu2 nd ada tu sampe"
"Aini Madjid","1 bintang","2 tahun lalu","Paket 3 hari blm juga sampe2, dari kemarin2 belum ada kurir yang menghubungi juga:)"
"Naila Siahaan","1 bintang","setahun lalu","dasar nd becus ini j&t bahu smpe skrg tpe barang nda di antar👎😡 …"
"Andras Tiara","2 bintang","3 tahun lalu","Tlg ya lebih bagus lagi kerjanya selalu terlambat (paket sudah dibawa kurir menuju kelokasi) tapi gak sampe2 heran!"
"Windi Mangimbo","1 bintang","2 tahun lalu","Jam operasional suka"" mereka parah.. buka jam 8, tapi jam 10 sampe di kantor tapi kata karyawan mereka masih tutup.. buka nanti jam 11, harus di rombak lagi staff drop point ini"
"Samuel Pantow","1 bintang","3 tahun lalu","Barang amper ta cecer di gudang. Kg pe lma mo bawah sllu lwt jam operasional so lwt 1 minggu krng ad pi ambe di kantor kalo nda pi ambe nda mo ada tu barang"
"Ester Wowor","1 bintang","3 tahun lalu","Pelayanan lambat :( kirim barang sampe 1 jam ga beres2 padahal ga antri. Sistem gangguan. Parkiran sempit. Sudah 2 kali disuruh pindahin mobil, barang ga selesai2 diinput. Ruang tunggu sempit dan panas."
"Roland Janis","1 bintang","4 tahun lalu","Paket sudah dari tanggal 8, belum di antar ke rumah. Ada juga paket cod estimasi bulan januari tanggal 20an, sampai sekarang belum masuk juga. Parah"
"Awi Kaluku","1 bintang","3 tahun lalu","Bagimana le ini J&T Express pengiriman lelet skali padahal so di kurir abis itu dibatalkan hii."
"yufan yun","5 bintang","4 bulan lalu","Gpdi Horeb Selaras Kota Bitung Girian Indah"
"aurelia darlene","1 bintang","2 tahun lalu","halah memang malas ngni paket reschedule trus nd mo ba chat mo antar barang kalo nd niat kerja nd usah kerja"
"Novendy Worang","1 bintang","setahun lalu","Customer servicenya kurang baik... Tidak punya tata krama...  (Cwe yg rambut panjang & pirang)"
"Yoan Mose","1 bintang","3 tahun lalu","Kalo boleh kase stengah lei, ta mo kase stengah niy bintang...pelayanan SANGAT MENGECEWAKAN, kurir sangat tidak  sabar, tidak ramah.... Pokoknya sangat-sangat NOT RECOMENDED !!!!!"
"Jaga Jalan","1 bintang","3 tahun lalu","BACA REVIEW MASALAH SELALU DI KURIR. MEMANG SELALU NI KURIR JA BA ANTAR SO JAM 8-9 MALAM? TIAP TELEPON SELALU BLG SADIKI LE SMO SAMPE SANA. 1 JAM TU SADIKI? WEEIII PECAT JO PA DIA.. BUKANG CM 3-4x JA BA ANTAR SO JAM TIDOR!!"
"Sumi Ally","1 bintang","3 tahun lalu","pengiriman lama barang udah ada di kurir tpi gak nyampe2"
"Melania Ukar","1 bintang","3 tahun lalu","Barang dari tgl 22 smpe ini so tgl 27 blum antar2 pdahal paket isi makanan, parah skali"
"Abdiel Setiawan","1 bintang","setahun lalu","Kok J&T bahu tutup terus ya... Ini niat mo buka atau nyanda e?"
"Keluh Kesah","1 bintang","10 bulan lalu","Pelayanan lama sekali , kek nda ada persiapan 👎 …"
"Ballad Shoescare","1 bintang","3 tahun lalu","Pelayanan admin luar biasa buruk, kurir tidak ada sopan santun saat konfirmasi dan pengantaran"
"Tommy Yoseph","5 bintang","3 tahun lalu","Tempat pengiriman barang/ dokumen letaknya strategis pinggir jalan raya dan ongkos kirimnya sangat murah serta pelayanan ramah, cepat serta cepat sampai ketujuan"
"Yosevina Feolita","1 bintang","2 tahun lalu","Customer service ga ramah. Lambat banget geraknya. Kursi tunggu ga layak. Antri panjang masih bisa santai2 -_-"
"Popsa Channel","1 bintang","7 tahun lalu","Paling lambat pengirimannya masa kirim ke makassr sj sampai 3 hari begitu, j & t makassar cuman 1 hari ."
"Velwin Tupamahu","1 bintang","2 tahun lalu","Paket udh sampe di lokasi j&t tapi udh 3 hari gak ada info tentang paket"
"Gracia Sentinuwo","1 bintang","2 tahun lalu","Di google jam oprasional dri jam 8 pagi smpai jam 8 malam. Kemarin ambil paket jam 5.15 sudah tutup"
"Wn Nw","1 bintang","3 tahun lalu","Brang so maso dri 2 hari lalu kong brum krim"",coba kwa yg kosisten ba kurir"
"Nurhayati Adam","1 bintang","3 tahun lalu","Dipemberitahuan shopee barang sudah diterima tapi nyatanya blm sampai saat ini barang belum sampai ditempat,"
"Vanilla","2 bintang","3 tahun lalu","Kurir sudah konfirmasi barang, tapi sudah 4 hari belum di antar. Parah."
"Jesua kristianto","2 bintang","4 tahun lalu","Pengantaran sangat lambat, mungkin perlu diperbaiki lagi soal pengantaran dan pengirimannya"
"Sancai Rahardjo","1 bintang","3 tahun lalu","Sdh mau 1 minggu paket kurir blm antr"" bintang 1 sih"
"timothy picardal","1 bintang","2 tahun lalu","Parah j&t bahu paket dipindah2 jadi pebih ribet parah"
"Debora Manopo","1 bintang","3 tahun lalu","Pengiriman lama jnt bahu payahhhh di tunda smpai 3 minggu payahhh turuu"
"Hesti Nani","2 bintang","setahun lalu","Mohon info kurir pe nmor dg?"
"che cy","1 bintang","3 tahun lalu","Pengantaran paket di jam tidor malam, lama  respon le ni kurir."
"Gabriel Talumewo","1 bintang","2 tahun lalu","pegawai cewe nya pemalas ga jelas ganti aja tu pegawai cewe yang pake jilbab ga ada sopan santun"
"Hendrik Kandamy","1 bintang","2 tahun lalu","Barang nda di antar, sdh 3 hari cuma di tempat. Parah 🙄 …"
"meisy sangari","1 bintang","2 tahun lalu","so ke enakan koman kurang slalu ambe paket di kantor kong so nmau ba antar paket dirumah😴 …"
"Bruce Rumambi","1 bintang","3 tahun lalu","Tutup aja ni ,ga jelas pengrimnya ,,lama bangat ,merugikan orng lain , kurang bagus ,lelet,lemot semua da"
"Kezia amazing Oroh","1 bintang","setahun lalu","Parah skli, paket d tggu"" lia kamari pesanan so gagal"
"Susana Wowor","2 bintang","3 tahun lalu","Jam buka kantor berubah-ubah dan tidak pasti Di google jam 8. Datang jam 8 bilangnya jam 9. Datang jam 9 bilangnya jam 10."
"Marsella Laiya","5 bintang","6 bulan lalu","Ekspedisi terpercaya dng terbaik di Manado"
"Walukow 25","1 bintang","2 tahun lalu","Mo ambe paket bgmna ini kantor da tutup pdhl masih jam 6 👎👎👎 …"
"Rahel Wuisan","3 bintang","7 bulan lalu","Yang ke ntt udh di kirim ka?"
"Pamula","1 bintang","3 tahun lalu","Kualitas pelayanan sangat buruk. Paket 3 hari gagal terkirim terus."
"Lanes Endo","2 bintang","5 tahun lalu","Katanya jam 9 sdh buka toko.. tpi dtnggu""  sampai  jam 10 gk di buka"""
"aliga Vn","1 bintang","2 tahun lalu","Paket smpe dunia skrg nd smpe², niat kerja kah nda?"
"Desyta Lawendatu","1 bintang","4 tahun lalu","KECEWA SAMA J&T BUKAN PERTAMA KALINYA PESANAN NGGAK DI ANTAR TAPI UDAH JADI KEBIASAAN TIAP PAKET UDAH SAMA KURIR TAPI NGGAK DI ANTAR🙂 PADAHAL PUNYA TETANGGAKU UDAH DI ANTAR SAMA KURIR YANG SAMA :) …"
"Hiro 27","1 bintang","3 tahun lalu","ba pasti jo so dari tanggal 17 desember blum sampe2 ini barang"
"Belviano vano","1 bintang","3 tahun lalu","Lebih baik di tutup sj sblm bangkrut,,,,pelayanan yg tdk bermutu dan karyawan yg kg tdk bermutu dan berkualitas🤮 …"
"Yulia Ningsh","1 bintang","setahun lalu","paket nda krim2 akng rupa nda niat krja ini"
"JAYA ATSIRI MANADO","2 bintang","6 tahun lalu","Barang udah sampe 4hari yg lalu tp g di antar2"
"Gavin Junior","1 bintang","2 tahun lalu","Tidak ad konfirmasi kalo barang sudah di retur. Tidak ad via TLP."
"Rivaldo Bombay","1 bintang","setahun lalu","Keren g ad admin malah disuruh ke cabang lain"
"Dhenada Anggita Mangewa","1 bintang","4 tahun lalu","Pelayanan buruk!!! Barang sudah di kurir tapi tidak di antar"
"Stephani Kaunang","1 bintang","3 tahun lalu","so riki 2x ba pesan, mar nd antar2 sampe skarang. parah👎 …"
"Maijel Hamenda","1 bintang","2 tahun lalu","Pendo ta tulis tutup jam 8 kong ini masi jam stengah 6 so tutup!!!"
"FERREN FRENSISCA TUMBELAKA","1 bintang","3 tahun lalu","So 2x paket masuk tapii nda di antarr.. Parahh sklii sihhh"
"Nathan Tumangkeng","1 bintang","3 tahun lalu","Pengantaran lama payahhh jnt bahu payahhh cupuuu turuuu"
"Faramita Hangkiho","1 bintang","3 tahun lalu","Paket sudah 3 hari tapi belum di antar"
"kenken","5 bintang","10 bulan lalu","Kurir odi sangat bagus"
"Jorgi Brilian Bahterayuda","2 bintang","2 tahun lalu","Setidaknya ramah dikit mbak cuek banget jdi org"
"Marchel Maabuat","5 bintang","2 tahun lalu","parkir gratis, hati2 saat menyebrang jalan"
"Kasenda Hendi","1 bintang","3 tahun lalu","Tutup Jo nd becu jaga ba kurir"
"Clay O.","5 bintang","setahun lalu","Admin inisial CO cantik juga ramah (ramah dikit)"
"Christia Aring","1 bintang","3 tahun lalu","Kapan paketny sampai? Udah 3 hri"
"Viery Edgar","1 bintang","8 bulan lalu","jam buka tidak sesuai"
"Wayan Sumertha","5 bintang","setahun lalu","Delivery service, personnel is fast and friendly"
"Cindy Clara","1 bintang","setahun lalu","Ga rekomendasi pokonya"
"diana","1 bintang","2 tahun lalu","PELAYANAN BURUK SEKALI! KURIRNYA TUKANG FITNAH!"
"Billy Rompas","5 bintang","2 tahun lalu","J&T yg di Bahu sini so pindah di mana??"
"Andre Reppi","4 bintang","5 tahun lalu","Pelayanan masih bisa ditingkatkan dengan keramahan."
"Billy Porajow","1 bintang","2 tahun lalu","pamalas karja cuma jaga read chat"
"Beni channel","1 bintang","2 tahun lalu","Pelayanan tidak memuaskan..sangat di sayangkan"
"Brayen Suoth","1 bintang","4 tahun lalu","Parah sih pengiriman telat mulu"
"Lidya Esther","1 bintang","2 tahun lalu","Tolong kase info alamat yg jelas"
"Mania Mancing","1 bintang","2 tahun lalu","Pelayanan cukup. Cukup buruk...."
"maz jay","4 bintang","setahun lalu","Cepat Tepat Mudah"
"Sugianto","2 bintang","setahun lalu","Menyenangkan untuk mencari alamat"
"Sugeng Ramina Putra","3 bintang","setahun lalu","J&T Cabang Bahu"
"nada tiarawan","1 bintang","2 tahun lalu","G jelas"
"Leonard Jacobus","1 bintang","3 tahun lalu","Kurir di telfon tidak angkat-angkat"
"Uje Manado","1 bintang","2 tahun lalu","Titiknya ngaco"
"Natasha Mewengkang","5 bintang","3 tahun lalu","Selalu pake jnt"
"Hafiz Aria Pratama","1 bintang","3 tahun lalu","Paket lamaaa gak di kirim kirim"
"Triwiyanto Silaban","5 bintang","setahun lalu","Pelayanan ramah dan cepat"
"Mantap Kali","1 bintang","2 tahun lalu","Pelayanan parah"
"Jolanda Haumahu","5 bintang","3 tahun lalu","Pelayanan cepat"
"Delfis Ditti","1 bintang","2 tahun lalu","Udah tutup"
"Angki Makanoneng","1 bintang","2 tahun lalu","Sudah pindah"
"Idn Edukasi","5 bintang","4 tahun lalu","Pelayanan bagus,"
"Novita Permatasari M","5 bintang","3 tahun lalu","Pelayananannya bagus"
"Dikky Malvino","4 bintang","3 tahun lalu","Baik"
"Psycho CoC","1 bintang","2 tahun lalu","Kinerja buruk"
"Gabriella PS","4 bintang","4 tahun lalu","Oke"
"Vhey Ssm","5 bintang","Diedit 3 tahun lalu","Lumayanlah 👌 …"
"Ester Natalia","1 bintang","3 tahun lalu","Lama"
"Christian Tubagus","5 bintang","7 tahun lalu","Good"
"Yolla SK","4 bintang","3 tahun lalu","Drop point Sea"
"Mario Roboth","1 bintang","2 tahun lalu","Kurir XD"
"TUAMA Karu","5 bintang","3 tahun lalu","Kurir okkk,... Plyanan yang terbaik"
"Jimran Mohamad","5 bintang","3 tahun lalu","Alasan"
"R W","1 bintang","4 tahun lalu",""
"Yudi Salewe","1 bintang","4 tahun lalu",""
"Ahmadzid03_","4 bintang","sebulan lalu",""
"sailine saiman","5 bintang","2 bulan lalu",""
"Hendra 56","2 bintang","4 bulan lalu",""
"yusuf rahim","5 bintang","4 bulan lalu",""
"Ali Fichan","3 bintang","5 bulan lalu",""
"Rijai Gianfranco","4 bintang","9 bulan lalu",""
"Keyy Nihhh","1 bintang","10 bulan lalu",""
"NURUL ALFINA","1 bintang","setahun lalu",""
"Jeremy Sompie","2 bintang","setahun lalu",""
"Cherie Meryland","5 bintang","setahun lalu",""
"michael eric","1 bintang","setahun lalu",""
"Blank Apparel","3 bintang","Diedit setahun lalu",""
"Frike Kuhu","1 bintang","setahun lalu",""
"Novenssya Ong","1 bintang","setahun lalu",""
"Meymelda Laduri","5 bintang","setahun lalu",""
"patrick tenda","5 bintang","setahun lalu",""
"Sussette Cicilia","5 bintang","setahun lalu",""
"gloria","5 bintang","setahun lalu",""
"Dea Tielung","1 bintang","setahun lalu",""
"Arya Agt","1 bintang","2 tahun lalu",""
"Sweety Manansal","5 bintang","2 tahun lalu",""
"Joshua Wungow","1 bintang","2 tahun lalu",""
"Angel majid","1 bintang","2 tahun lalu",""
"Jenry Mandagi","5 bintang","2 tahun lalu",""
"Masita Mslmn","4 bintang","2 tahun lalu",""
"Silvia Kansil","5 bintang","2 tahun lalu",""
"Enda gakur","1 bintang","2 tahun lalu",""
"reivita E","1 bintang","3 tahun lalu",""
"Richo Mokoginta","4 bintang","3 tahun lalu",""
"suka-suka gua","3 bintang","3 tahun lalu",""
"Abd. Razak Z. Salle","3 bintang","3 tahun lalu",""
"Nurjaalhaq Jaalhaq","5 bintang","3 tahun lalu",""
"Yajid Tangguda","5 bintang","3 tahun lalu",""
"Michelle Siwu","1 bintang","3 tahun lalu",""
"Cindy Fransiska Kagiling","5 bintang","3 tahun lalu",""
